Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Monaco,MCO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,1.64274836,1.59626138,1.53244889,1.67133093,..
Mongolia,MNG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.94357896,3.79951382,4.16080856,4.94451141,..
Montenegro,MNE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.98255396,8.34355545,8.32983208,11.42177582,..
Morocco,MAR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.39212465,5.33229017,5.36818361,5.99316072,..
Mozambique,MOZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.83680201,8.0889616,7.95271826,7.61939621,..
Myanmar,MMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.08065701,4.89992189,4.67856407,4.62411975,..
Namibia,NAM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.72573948,8.31648731,8.45436001,8.8962574,..
Nauru,NRU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.4886446,11.72690773,12.18192387,11.96898365,..
Nepal,NPL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.72174025,4.52845383,4.44525433,5.17351818,..
Netherlands,NLD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.1082983,10.01993561,10.14039612,11.1359272,11.21132469
New Caledonia,NCL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
New Zealand,NZL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.96694851,9.0351162,9.48335075,10.02858734,..
Nicaragua,NIC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.32754421,8.4993515,8.55957031,8.62854576,..
Niger,NER,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.57411098,5.28844786,5.66862822,6.20069504,..
Nigeria,NGA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.74762511,3.09069347,2.98547053,3.38063431,..
North Macedonia,MKD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.43909454,6.45699358,7.06654119,7.8894825,..
Northern Mariana Islands,MNP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
Norway,NOR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.31589031,10.02394581,10.5360651,11.41755009,10.08628464
Oman,OMN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.52847433,3.68675041,4.39142513,5.32572365,..
Pakistan,PAK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.78630086,2.82844954,2.84736937,2.95390352,..
Palau,PLW,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.17100716,11.21721172,15.71146011,18.39064217,..
Panama,PAN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.42582321,7.87820292,8.32831192,9.66291618,..
Papua New Guinea,PNG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.22970986,2.29408503,2.32528329,2.52693653,..
Paraguay,PRY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.60902548,6.74497652,7.16429377,7.57704258,..
Peru,PER,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.91623974,5.19228029,5.21140051,6.30416107,..
Philippines,PHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.96042776,3.9538188,4.16646004,5.11274004,5.6067462
Poland,POL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.5601325,6.32764196,6.44682503,6.49310207,6.59315157
Portugal,PRT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.30583763,9.4126482,9.51379871,10.54930592,11.21076488
Puerto Rico,PRI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
Qatar,QAT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.43562698,3.25339484,3.51384258,4.18303919,..
Romania,ROU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.15083218,5.56050777,5.74023104,6.27236223,..
